nuevo	nove
improvisador	improvisante
impugnador	impugnante
informe	informe
infructífero	infructifere
inmovilizador	immobilisante
intransmisible	intransmissibile
mesolítico	mesolithic
microcósmico	microcosmic
nefrológico	nephrologic
neperiano	neperian
ocelado	ocellate
oficinal	officinal
panegírico	panegyric
peltado	peltate
polífago	polyphage
propagador	propagante
quemador	ardente
renunciable	renunciabile
resonador	resonatori
retronasal	retronasal
rogativo	rogative
servible	servibile
sintagmático	syntagmatic
togado	togate
transigente	transigente
veraneante	estivante
ñato	de naso platte
abrazador	imbraciante
acentual	accentual
anarcosindicalista	anarchosyndicalista
antiácido	antiacide
apetitivo	appetitive
arsenical	arsenical
axénico	axenic
cantable	cantabile
censurador	censurante
cinerario	cinerari
circunciso	circumcise
columbino	columbin
completivo	completive
conmensurable	commensurabile
consultable	consultabile
coxal	coxal
cruciforme	cruciforme
damasceno	damascen
demostrador	demonstrante
desiderativo	desiderative
diluvial	diluvial
dosificable	dosabile
edematoso	edematose
enredador	imbroliante
epigramático	epigrammatic
estimatorio	estimatori
eutéctico	eutectic
exocrino	exocrin
filisteo	philistee
fisible	fissibile
fornicador	fornicante
gabonés	gabonese
galénico	galenic
glótico	glottic
impremeditado	impremeditate
lamentoso	lamentose
lustral	lustral
magnésico	magnesic
merodeador	maraudante
metacarpiano	metacarpian
monocular	monocular
morganático	morganatic
panhelénico	panhellenic
parasítico	parasitic
perfectivo	perfective
perjuro	perjur
plagiario	plagiari
policristalino	polycrystallin
ponderativo	ponderative
postsináptico	postsynaptic
preternatural	preternatural
pruriginoso	pruriginose
quitinoso	chitinose
recuperativo	recuperative
reluctante	reluctante
remediable	remediabile
reparativo	reparative
reponedor	remittente
reprográfico	reprographic
retenedor	retenente
ribosómico	ribosomic
saboteador	sabotante
saponificable	saponificabile
secretorio	secretori
subvencionable	subventionabile
sufragáneo	suffraganee
termostático	thermostatic
terrífico	terrific
tonificador	tonificatori
tramontano	tramontan
tricentenario	tricentenari
verificativo	verificative
vestal	vestal
abacial	abbatial
abductor	abductor
acaule	acaule
aislador	insulante
alterador	alteratori
apendicular	appendicular
aspectual	aspectual
azotador	azotante
barbitúrico	barbituric
calidoscópico	kaleidoscopic
caseoso	caseose
comprable	comprabile
célere	celere
declarante	declarante
declaratorio	declaratori
delatador	delatante
deltaico	deltaic
depilador	depilante
desaprobador	disapprobante
desgastador	abradente
difusivo	diffusive
dispensable	dispensabile
domesticable	domesticabile
embargable	detenibile
empollón	nerd
fermentador	fermentante
fricativo	fricative
humeral	humeral
indelicado	indelicate
indubitado	indubitate
infesto	infeste
lapón	lappon
liquidable	liquidabile
lumbrical	lumbrical
mantenedor	mantenente
moldeador	modellante
montuoso	montuose
multívoco	multivoc
neocolonialista	neocolonialista
nerítico	neritic
neógeno	neogene
panificable	panificabile
perfeccionador	perfectionante
pirático	piratic
rauco	rauc
resistivo	resistive
resoluto	resolute
rigoroso	rigorose
ruderal	ruderal
sexagesimal	sexagesimal
teso	tense
trimestre	trimestral
trotón	trottante
velar	velar
ótico	otic
absentista	absentista
aductor	adductor
ajustador	adjustante
analizador	analysante
antipalúdico	antipaludic
antisolar	antisolar
antropoide	anthropaoide
atónico	atonic
ayudador	adjutante
balanceador	balanciante
bisílabo	bisyllabe
cabezudo	testose
cegesimal	cegesimal
cleptómano	cleptomane
defectivo	defective
delineador	delineante
dextrógiro	dextrogyr
dilapidador	dilapidante
elefantino	elephantin
eleático	eleatic
emético	emetic
epicíclico	epicyclic
erotómano	erotomane
exfoliativo	exfoliative
exhortativo	exhortative
eximente	eximente
garantizador	garantiente
heptagonal	heptagonal
ictérico	icteric
impolítico	impolitic
incontestado	incontestate
intestado	intestate
jansenista	jansenista
javanés	javanese
metrológico	metrologic
miasmático	miasmatic
microelectrónico	microelectronic
mistificador	mystificante
mongoloide	mongoloide
másico	massic
nebular	nebular
oxidable	oxydabile
pagable	pagabile
perpetrador	perpetrante
posesorio	possessori
preservador	preservante
psicogénico	psychogenic
pulidor	poliente
pustuloso	pustulose
pávido	pavite
quiescente	quiescente
rememorativo	rememorative
retentivo	retentive
revendedor	revendente
rezador	precante
samoano	samoan
serigráfico	serigraphic
sudista	sudista
superabundante	superabundante
tensorial	tensorial
termogénico	thermogenic
termoquímico	thermochimic
tocable	toccabile
ultramundano	ultramundan
vinculable	associabile
vituperable	vituperabile
vulnerario	vulnerari
véneto	venete
xifoides	xiphoide
acromático	achromatic
alérgeno	allergene
antitrust	antitrust
anódico	anodic
aplicador	applicante
aprobador	approbante
argentífero	argentifere
asimilativo	assimilative
bombástico	bombastic
bramante	bramante
cirrótico	cirrhotic
colagogo	cholagoge
conativo	conative
constrictivo	constrictive
coralífero	corallifere
coralígeno	coralligene
criminógeno	criminogene
crural	crural
cúprico	cupric
deflacionista	deflationista
delegable	delegabile
dirigible	dirigibile
diserto	deserte
enfriador	frigidante
epizoótico	epizootic
erosionable	erodibile
geotectónico	geotectonic
heterocíclico	heterocyclic
hipocondriaco	hypochondriac
humoroso	humorose
importable	importabile
incorporal	incorporal
insubstancial	insubstantial
intratorácico	intrathoracic
levógiro	levogyr
liberatorio	liberatori
lobado	lobate
lujuriante	luxuriante
manométrico	manometric
mitigador	mitigante
modificativo	modificative
nilótico	nilotic
objetor	objectante
pantomímico	pantomimic
pensador	pensatori
perdonador	pardonante
pratense	pratense
prepositivo	prepositive
protohistórico	protohistoric
recibidor	recipiente
remunerador	remunerante
revertible	revertibile
rompiente	rumpente
rufianesco	ruffianesc
suboccipital	suboccipital
sálico	salic
súpero	supere
tallar	taliabile
tratador	tractante
trazable	traciabile
trífido	trifide
tórico	thoric
túrgido	turgite
venusto	venuste
yámbico	iambic
acomodador	accommodante
acromegálico	acromegalic
adivinable	divinabile
adquirible	acquiribile
alógeno	allogene
antidetonante	antidetonante
arrojador	jectante
atomístico	atomistic
azoico	azoic
brochado	brochate
bígamo	bigame
cingalés	cingalese
citoplásmico	cytoplasmic
compendioso	compendiose
coronador	coronante
decumbente	decumbente
delimitable	delimitabile
delincuente	delinquente
deshidratante	dishydratante
determinativo	determinative
dúplice	duplice
esclerosante	sclerosante
eurítmico	eurhythmic
gravídico	gravidic
hedonístico	hedonistic
herboso	herbose
hidrométrico	hydrometric
hipogástrico	hypogastric
iluminante	illuminante
iluminativo	illuminative
inobservable	inobservabile
instaurador	instaurante
interfacial	interfacial
investigable	investigabile
isomorfo	isomorphe
laciniado	laciniate
lactario	lactari
litiásico	lithiasic
lobular	lobular
monopolizador	monopolisante
morfinómano	morphinomane
narrable	narrabile
nebulizador	nebulisante
neutralista	neutralista
octosilábico	octosyllabic
ofertante	offerente
ordenancista	disciplinari
ostensivo	ostensive
pentágono	pentagone
peticionario	petitionari
petrológico	petrologic
polifásico	polyphasic
postimpresionista	postimpressionista
proemial	proemial
prognato	prognathe
pruinoso	pruinose
referible	referibile
reprogramable	reprogrammabile
resistible	resistibile
resoluble	resolubile
rúnico	runic
semafórico	semaphoric
subyugador	subjugante
sugeridor	suggeritori
suplicatorio	supplicatori
talmúdico	talmudic
terrígeno	terrigene
tripolar	tripolar
tumoroso	tumorose
varsoviano	varsovian
veronés	veronese
áptero	aptere
acicular	acicular
administrable	administrabile
alterante	alterante
ambidextro	ambidextre
antifeminista	antifeminista
auroral	auroral
autofinanciable	autofinanciabile
bilabiado	bilabiate
bullidor	bulliente
cadente	cadente
calumniador	calumniante
catalogable	catalogabile
concedente	concedente
crestado	crestate
crucífero	crucifere
crómico	chromic
cuadrilátero	quadrilatere
cumulativo	cumulative
desestimatorio	disestimatori
deíctico	deictic
disimulable	dissimulabile
dolomítico	dolomitic
empuñador	impugnante
endotérmico	endothermic
endurecedor	indurante
erasmiano	erasmian
explorable	explorabile
extintivo	extinctive
feculento	feculente
gratificador	gratificatori
heliográfico	heliographic
hernioso	herniose
hiperbóreo	hyperboree
incriminador	incriminante
incrustante	incrustante
inscribible	inscribibile
intercambiador	intercambiante
intrazonal	intrazonal
irreformable	irreformabile
isoeléctrico	isoelectric
isótropo	isotrope
legitimista	legitimista
lupino	lupin
maltusiano	malthusian
minador	minante
murmurador	murmurante
obsolescente	obsolescente
otorgante	assignante
panafricano	panafrican
paquidermo	pachyderme
penetrador	penetratori
perspicuo	perspicue
petrográfico	petrographic
pilórico	pyloric
plurilateral	plurilateral
plúmbico	plumbic
prepucial	preputial
presbiteral	presbyteral
prodrómico	prodromic
profanador	profanante
purificatorio	purificatori
raptor	raptante
remuneratorio	remuneratori
reniforme	reniforme
requirente	requirente
rómbico	rhombic
segador	falcante
subordinante	subordinante
subsónico	subsonic
supranatural	supranatural
sustentante	sustentante
teorizante	theorisante
tríceps	triceps
tumescente	tumescente
urdidor	ordiente
vómico	vomic
aglomerante	agglomerante
anabaptista	anabaptista
anemométrico	anemometric
anulatorio	annullatori
apoplético	apoplectic
apuntador	appunctante
arrendador	arrentante
asegurable	assecurabile
aseverativo	asseverative
atacable	attaccabile
ateísta	atheista
biconvexo	biconvexe
biestable	bistabile
bilobulado	bilobulate
campaniforme	campaniforme
cerdoso	setifere
certificable	certificabile
climatizador	climatisante
comible	mangiabile
confocal	confocal
cuarterón	mesticie
defraudador	defraudante
deshidratador	dishydratatori
desorganizador	disorganisante
desquiciador	discardinante
deífico	deific
diversificador	diversificante
empireumático	empyreumatic
emulsionante	emulsionante
envilecedor	vilificante
espantador	espaventante
exotérico	exoteric
extraeuropeo	extraeuropee
fisionómico	physionomic
foliáceo	foliacee
fusible	fusibile
gangrenoso	gangrenose
giroscópico	gyroscopic
giróvago	gyrovage
homófono	homophone
hurgador	perquirente
inejecutable	inexecutabile
insanable	insanabile
insinuador	insinuatori
iranio	iranian
levantador	levante
lucífugo	lucifuge
maquinador	machinante
merovingio	merovingian
miliario	milliari
misero	misere
monoaural	monoaural
moviente	movente
multivariable	multivariabile
mutilador	mutilante
paleográfico	paleographic
papiráceo	papyracee
patinador	patinante
pelúcido	pellucide
pesante	pesante
pleonástico	pleonastic
plurivalente	plurivalente
podológico	podologic
pseudónimo	pseudonyme
psicosociológico	psychosociologic
radiotelefónico	radiotelephonic
reasegurador	reassecurante
replicador	replicante
rompible	rumpibile
rubefaciente	rubefaciente
sacral	sacral
santificante	sanctificante
semigraso	semigrasse
sibarítico	sybaritic
sodomítico	sodomitic
sonador	sonatori
subrayable	sublineabile
superponible	superponibile
triestino	triestin
vagaroso	vagante
verdemar	verdemar
ázimo	azyme
óhmico	ohmic
acreditante	accreditante
adiestrador	trainante
adoptable	adoptabile
aerífero	aerifere
antónimo	antonyme
aplásico	aplasic
atropellador	superpassante
cambiador	cambiatori
catequético	catechetic
centesimal	centesimal
cluniacense	cluniacense
conceptivo	conceptive
conformador	conformatori
conocible	cognoscibile
conquistable	conquiribile
contradictor	contradicente
contranatural	contranatural
copiador	copiante
cosquilloso	titillabile
cuadrienal	quadriennal
dactilográfico	dactylographic
demótico	demotic
desplazable	displaciabile
despreciador	dispreciante
didascálico	didascalic
digitalizador	digitalisante
disentérico	dysenteric
electrodinámico	electrodynamic
electrográfico	electrographic
emulgente	emulgente
ensalzador	exaltante
enseñante	inseniante
entusiástico	enthusiastic
erístico	eristic
esfenoidal	sphenoidal
estrangulador	strangulante
expansible	expansibile
falcado	falcate
fisiocrático	physiocratic
fistuloso	fistulose
fraseológico	phraseologic
fulmíneo	fulminee
guardador	guardante
herpético	herpetic
heterónimo	heteronyme
hipocloroso	hypochlorose
hitita	hittita
husmeador	olfaciente
incitativo	incitative
indeterminista	indeterminista
ineducado	ineducate
infalsificable	infalsificabile
infanticida	infanticida
intercesor	intercessor
irreligioso	irreligiose
isotermo	isotherme
menospreciable	minuspreciabile
monoatómico	monoatomic
neolatino	neolatin
neopositivista	neopositivista
ortodrómico	orthodromic
pancromático	panchromatic
patronímico	patronymic
pelicular	pellicular
penetrativo	penetrative
pentámero	pentamere
pluvioso	pluviose
predicable	predicabile
protónico	protonic
ratificatorio	ratificatori
recogedor	recolligente
rectificable	rectificabile
respondedor	respondente
romanesco	romanesc
septicémico	septicemic
sincopal	syncopal
sospechable	suspectabile
tegumentario	tegumentari
teísta	theista
transbordador	transbordante
ungulado	ungulate
vadeable	vadabile
vagante	vagante
vesiculoso	vesiculose
yatrogénico	iatrogenic
yumbo	jumbo
actinomorfo	actinomorphe
adivinador	divinante
adsorbente	adsorbente
anafórico	anaphoric
antisemítico	antisemitic
aplanador	applanante
barotrópico	barotropic
betlemita	bethlehemita
burlador	burlante
calorimétrico	calorimetric
caquéctico	cachectic
cefalópodo	cephalopode
comerciante	commerciante
confirmativo	confirmative
cuarzoso	quarzose
dactiloscópico	dactyloscopic
declamador	declamante
declinable	declinabile
decolorante	decolorante
decusado	decussate
dendroide	dendroide
denticulado	denticulate
denunciatorio	denunciatori
desafiador	defiante
desarrollable	disveloppabile
descontaminador	discontaminante
destruible	destruibile
desviador	disviante
deísta	deista
diamagnético	diamagnetic
difamador	diffamante
dipolar	dipolar
discoidal	discoidal
disimétrico	dissymmetric
dotal	dotal
egotista	egotista
embotellador	imbottiliante
empujador	pulsante
enclítico	enclitic
entretenedor	intertenente
eolio	eolie
escupidor	spuente
esplénico	splenic
estoniano	estonian
etmoidal	ethmoidal
excremental	excremental
fantaseador	phantasiante
fictivo	fictive
florífero	florifere
fomentador	fomentante
fosfático	phosphatic
frecuentador	frequentante
fustigador	fustigante
groenlandés	groenlandese
hipsométrico	hypsometric
inadaptable	inadaptabile
incasable	incassabile
inextensible	inextensibile
influente	influente
inmunizante	immunisante
invocatorio	invocatori
lacedemonio	lacedemonie
ligamentoso	ligamentose
menstruante	menstruante
montante	montante
mostrador	monstrante
nestoriano	nestorian
nictálope	nyctalope
noctívago	noctivage
noval	noval
